,Cluster_ID,Premiums Paid,Age,Days to Renew,Claims made,Income
0,0,15645.535714285714,53.32142857142857,215.28571428571428,19931.264579035713,109803.57142857143
1,1,11117.028985507246,42.79710144927536,73.17391304347827,7132.045474840578,98239.13043478261
2,2,16358.333333333334,55.0,321.0,69237.59689999999,124000.0
