"","Cluster","ID#","Balance","Qual_miles","cc1_miles","cc2_miles","cc3_miles","Bonus_miles","Bonus_trans","Flight_miles_12mo","Flight_trans_12","Days_since_enroll","Award?"
"1",1,2000.64179104478,142256.328358209,5133.32835820896,1.97014925373134,1,1,18544.3731343284,14.2686567164179,1703.16417910448,5.19402985074627,4100.05970149254,0.597014925373134
"2",2,3117.31763967357,40590.1914626491,38.782172002511,1.44695543000628,1.01694915254237,1.00188323917137,6917.45260514752,8.15568110483365,230.838041431262,0.672944130571249,2187.89328311362,0.223477715003139
"3",3,1085.86095100865,58031.2946685879,51.5338616714697,1.51585014409222,1.01729106628242,1.0007204610951,7219.66354466859,8.55691642651297,216.667146974063,0.663544668587896,5731.11095100865,0.276657060518732
"4",4,1524.87697160883,146785.407991588,104.17665615142,3.88538380651945,1.00736067297581,1.04731861198738,48663.9032597266,21.6309148264984,1111.66351209253,3.31440588853838,5000.33543638275,0.737118822292324
